shot_id,shot_made_flag
1,0.412682592869
8,0.325814664364
17,0.655244588852
20,0.758552312851
33,0.38504755497
34,0.497571051121
35,0.547323465347
36,0.518296837807
37,0.683403432369
38,0.360192507505
45,0.435102432966
50,0.330624729395
55,0.261230051517
60,0.291689485312
66,0.257177978754
67,0.342925667763
71,0.444649249315
80,0.235994026065
85,0.284623593092
86,0.57228076458
95,0.620853424072
104,0.362166762352
113,0.377867549658
123,0.281287461519
126,0.854589879513
133,0.569726705551
141,0.200614899397
144,0.45920214057
150,0.72402715683
152,0.395846873522
153,0.715716123581
156,0.268552780151
159,0.897453010082
165,0.62366181612
172,0.490423649549
182,0.915935695171
192,0.439593136311
193,0.735511183739
196,0.419230639935
202,0.365737617016
210,0.355662405491
211,0.398556053638
228,0.96773147583
257,0.416844218969
260,0.402273595333
264,0.364593267441
267,0.636249959469
279,0.917630970478
282,0.383137285709
293,0.357282191515
299,0.827101826668
300,0.610124588013
301,0.820563971996
317,0.333464413881
327,0.392223060131
328,0.333994626999
335,0.329168498516
346,0.796497285366
348,0.246521010995
365,0.346494138241
390,0.70932585001
391,0.719125211239
392,0.799828231335
397,0.344870835543
418,0.418683797121
428,0.140006572008
434,0.629884123802
439,0.427217274904
440,0.431599110365
456,0.350283712149
459,0.323779940605
472,0.451996773481
480,0.266069740057
491,0.371492683887
497,0.39176851511
509,0.383724570274
511,0.329268991947
523,0.149445578456
533,0.437163323164
544,0.421160101891
546,0.356601983309
555,0.705038368702
558,0.389972001314
560,0.344902396202
573,0.351413458586
591,0.386813104153
596,0.25531822443
597,0.357403516769
601,0.590228736401
605,0.435904145241
617,0.334237009287
628,0.257908910513
634,0.380740404129
646,0.357861369848
649,0.354008495808
651,0.736718058586
654,0.818866848946
656,0.420894265175
657,0.406025379896
669,0.408523887396
670,0.934248805046
693,0.684389352798
694,0.309718489647
699,0.452196657658
711,0.447351008654
718,0.384584993124
722,0.35265186429
723,0.331385046244
725,0.726923823357
734,0.3711181283
735,0.393304437399
737,0.803421080112
746,0.355593293905
747,0.717930734158
766,0.384093850851
767,0.330221116543
771,0.26694008708
773,0.215827405453
774,0.33332118392
783,0.2341298908
784,0.370964825153
789,0.252110600471
792,0.38117697835
804,0.310603946447
809,0.401021361351
812,0.336739122868
813,0.387910276651
817,0.272822707891
820,0.335039675236
825,0.400482386351
826,0.320470511913
829,0.403123110533
855,0.437060832977
859,0.728919863701
862,0.39314776659
870,0.426606506109
876,0.323117733002
880,0.353466302156
886,0.983070194721
889,0.88762742281
891,0.356123358011
897,0.980383038521
902,0.39467215538
903,0.392935454845
908,0.416863948107
909,0.367268234491
920,0.377203255892
922,0.394832491875
924,0.588792443275
932,0.313412487507
934,0.323481410742
937,0.421654552221
941,0.413192749023
943,0.479036688805
950,0.392622441053
952,0.361671537161
954,0.94582182169
963,0.365025788546
975,0.400470554829
979,0.36667278409
981,0.431068480015
983,0.147232368588
985,0.415476709604
989,0.343648165464
995,0.466771185398
998,0.441140800714
1008,0.230221495032
1019,0.73063158989
1023,0.388538837433
1026,0.346549212933
1029,0.708732128143
1034,0.893746078014
1036,0.696031212807
1038,0.317914545536
1039,0.683699011803
1051,0.290536701679
1052,0.291828334332
1066,0.302568405867
1087,0.328626602888
1092,0.206292718649
1094,0.772765278816
1098,0.410242766142
1099,0.342684328556
1102,0.355239361525
1118,0.391693353653
1131,0.276720553637
1133,0.762326478958
1135,0.913235247135
1138,0.546378731728
1139,0.849090099335
1142,0.422316044569
1151,0.379792720079
1152,0.371749579906
1155,0.626779794693
1165,0.38630476594
1167,0.969159305096
1172,0.354625582695
1174,0.696568191051
1180,0.456015527248
1200,0.444068580866
1202,0.422307163477
1227,0.619324862957
1228,0.701730370522
1229,0.366323977709
1237,0.355552911758
1241,0.396898984909
1256,0.321266800165
1279,0.374790996313
1293,0.195166677237
1295,0.28370448947
1319,0.754437804222
1320,0.389756172895
1321,0.750291824341
1322,0.679108202457
1334,0.280657619238
1351,0.771338641644
1373,0.351315975189
1375,0.297700256109
1380,0.504706561565
1382,0.701999902725
1385,0.365099191666
1399,0.412493914366
1403,0.918438136578
1428,0.266600161791
1434,0.340444207191
1444,0.940713942051
1448,0.429607093334
1466,0.896759927273
1476,0.422478526831
1478,0.424500048161
1485,0.40054166317
1491,0.717267990112
1494,0.707650601864
1500,0.349411308765
1501,0.681588172913
1503,0.418772041798
1519,0.624720692635
1524,0.346490591764
1529,0.754158377647
1533,0.684382796288
1538,0.974588513374
1539,0.366602003574
1546,0.403760075569
1555,0.30279931426
1559,0.394969910383
1563,0.738613665104
1565,0.777438938618
1574,0.369710922241
1591,0.299872785807
1594,0.27975204587
1605,0.238202720881
1611,0.373214513063
1614,0.323838144541
1620,0.351183831692
1626,0.289664953947
1630,0.378692537546
1632,0.362834692001
1634,0.302911788225
1643,0.265646070242
1651,0.431587964296
1655,0.362257838249
1658,0.26038056612
1659,0.34321475029
1665,0.380971163511
1675,0.357222378254
1680,0.642107725143
1690,0.370241910219
1696,0.290764093399
1714,0.30851995945
1721,0.428154557943
1726,0.39179828763
1728,0.423926383257
1734,0.384981483221
1735,0.345273405313
1740,0.422436237335
1744,0.840366303921
1747,0.324527144432
1752,0.222458556294
1763,0.742214560509
1765,0.741061508656
1769,0.393051028252
1785,0.615776836872
1787,0.364902704954
1788,0.384622454643
